id_venta,id_producto,id_cliente,cantidad,fecha,valor_total_venta
V005733,P0295,C0079,3,2021-03-17,171.57
V005139,P0388,C0134,9,2021-06-14,501.12
V004790,P0352,C0090,2,2022-11-13,95.72
V003960,P0329,C0132,2,2020-11-29,31.54
V000777,P0099,C0223,10,2020-12-08,516.1
V001066,P0103,C0237,6,2022-07-09,290.21999999999997
V007739,P0501,C0241,4,2022-05-20,147.64
V006421,P0411,C0056,5,2020-04-26,361.34999999999997
V005061,P0143,C0123,6,2024-04-14,528.84
V006814,P0102,C0027,4,2023-12-25,197.12
V006848,P0275,C0262,10,2020-05-03,971.3
V004006,P0331,C0046,8,2020-08-09,683.84
V004493,P0214,C0168,2,2021-12-10,42.98
V005407,P0389,C0042,1,2020-11-05,83.7
V007083,P0211,C0056,3,2023-01-29,103.10999999999999
V003576,P0051,C0164,2,2022-09-30,107.76
V001982,P0136,C0281,4,2023-09-03,260.8
V000301,P0082,C0037,4,2021-01-12,141.28
V006774,P0337,C0144,7,2020-04-06,101.36
V004624,P0010,C0078,1,2020-02-02,32.4
V006335,P0359,C0138,1,2023-01-21,25.54
V006937,P0251,C0250,6,2022-11-03,512.7
V005005,P0164,C0167,3,2020-03-22,266.76
V007611,P0397,C0123,7,2020-12-05,181.86
V007301,P0297,C0133,3,2020-03-20,230.67000000000002
V005808,P0190,C0194,7,2024-07-04,103.11
V000167,P0291,C0075,1,2022-10-27,25.18
V006621,P0523,C0270,3,2022-10-01,179.76
V003451,P0390,C0178,9,2021-06-17,263.61
V006559,P0541,C0092,6,2020-03-09,151.74
V006475,P0454,C0119,7,2024-06-10,428.47
V006767,P0262,C0261,7,2021-12-05,406.98
V000969,P0143,C0027,1,2021-12-09,88.14
V002783,P0376,C0021,7,2020-09-14,229.25
V000716,P0263,C0255,7,2021-08-06,490.63
V007178,P0182,C0168,2,2020-04-07,55.58
V006739,P0405,C0048,5,2020-02-14,402.9
V000100,P0448,C0104,10,2022-09-17,192.10000000000002
V003505,P0057,C0086,10,2022-09-05,743.1
V005310,P0274,C0226,7,2024-02-22,353.57
V002769,P0527,C0178,1,2024-03-05,88.27
V003813,P0376,C0036,5,2020-05-20,163.75
V004263,P0362,C0199,2,2022-05-20,49.48
V004619,P0039,C0120,7,2022-01-04,483.0
V000763,P0167,C0069,1,2022-10-08,88.17
V001947,P0503,C0125,6,2020-05-27,173.94
V001878,P0058,C0299,3,2020-03-21,98.72999999999999
V002991,P0471,C0217,5,2023-12-13,330.25
V007581,P0174,C0082,6,2021-03-18,364.02
V000177,P0257,C0237,9,2023-01-28,586.17
V001162,P0558,C0178,10,2023-05-06,335.4
V007292,P0461,C0148,6,2022-07-02,250.68
V003189,P0333,C0267,9,2020-01-29,323.09999999999997
V007682,P0210,C0247,9,2022-02-10,603.4499999999999
V000117,P0087,C0101,4,2021-10-30,205.6
V007405,P0406,C0056,6,2021-11-14,574.5
V001209,P0523,C0181,1,2022-08-08,59.92
V000847,P0291,C0074,1,2024-03-02,25.18
V001427,P0182,C0084,6,2021-02-15,166.74
V005393,P0523,C0155,7,2022-10-30,419.44
V007453,P0242,C0086,10,2023-02-14,897.0
V007816,P0080,C0017,4,2022-12-27,93.36
V003898,P0332,C0165,1,2020-10-03,13.13
V007471,P0077,C0114,2,2021-12-09,2.66
V000166,P0539,C0253,10,2023-02-17,170.5
V000551,P0051,C0278,10,2021-03-01,538.8000000000001
V000749,P0218,C0184,6,2023-07-29,387.29999999999995
V004200,P0091,C0220,2,2021-10-10,143.34
V001902,P0121,C0209,9,2021-10-13,133.29
V000074,P0044,C0206,5,2021-08-31,53.550000000000004
V001123,P0068,C0256,9,2024-01-19,268.28999999999996
V004937,P0030,C0134,6,2021-09-02,250.62
V001582,P0056,C0206,3,2024-01-29,104.64000000000001
V003577,P0553,C0027,6,2021-07-31,81.06
V000606,P0436,C0300,8,2021-03-22,785.52
V006681,P0228,C0277,8,2021-09-24,83.36
V003130,P0292,C0126,6,2022-03-31,234.71999999999997
V002788,P0180,C0165,7,2020-11-26,558.6700000000001
V001089,P0026,C0250,5,2023-01-03,446.25
V007026,P0079,C0044,6,2020-06-01,23.46
V007970,P0589,C0078,4,2020-06-21,322.08
V005535,P0458,C0088,7,2022-01-01,82.95
V000647,P0228,C0072,3,2020-11-10,31.259999999999998
V001117,P0144,C0246,5,2022-03-24,66.39999999999999
V007569,P0395,C0075,5,2024-04-11,280.1
V007560,P0393,C0244,5,2024-03-07,79.65
V005715,P0094,C0084,1,2022-06-11,34.67
V002264,P0122,C0281,10,2022-09-15,438.2
V003750,P0555,C0061,5,2020-06-16,321.85
V000827,P0185,C0281,8,2021-09-30,180.0
V006440,P0076,C0033,8,2023-03-06,267.12
V004345,P0410,C0212,5,2022-06-22,375.90000000000003
V000104,P0076,C0017,7,2020-11-30,233.73000000000002
V003367,P0360,C0216,4,2020-12-02,239.88
V006383,P0355,C0165,7,2022-06-30,664.09
V002936,P0163,C0190,1,2020-01-08,36.6
V002186,P0206,C0106,10,2023-01-19,192.0
V003939,P0399,C0249,7,2023-11-23,337.05
V002638,P0030,C0025,8,2021-10-27,334.16
V000260,P0324,C0132,2,2021-04-21,136.86
V001028,P0062,C0150,8,2021-10-19,150.32
V003932,P0498,C0051,8,2023-03-19,126.88
V006970,P0144,C0106,9,2024-03-13,119.52
V001257,P0044,C0143,2,2023-11-20,21.42
V000826,P0248,C0059,7,2022-07-24,215.17999999999998
V000931,P0183,C0234,10,2023-07-06,837.0
V006243,P0160,C0032,3,2024-02-20,290.90999999999997
V003885,P0353,C0045,10,2021-02-05,420.20000000000005
V006719,P0202,C0247,4,2021-08-12,311.64
V000941,P0465,C0286,2,2022-01-25,77.88
V003832,P0413,C0036,1,2023-03-16,96.13
V006259,P0075,C0230,5,2024-01-25,151.25
V007837,P0197,C0009,8,2022-06-15,256.4
V004219,P0337,C0228,10,2023-10-17,144.8
V001220,P0179,C0264,1,2021-01-10,37.28
V004115,P0121,C0120,2,2024-05-14,29.62
V000446,P0525,C0127,6,2020-12-01,441.84000000000003
V007667,P0513,C0227,10,2020-05-30,237.7
V005466,P0345,C0129,6,2023-12-07,435.65999999999997
V007134,P0075,C0071,7,2022-09-29,211.75
V007461,P0167,C0286,1,2022-03-23,88.17
V001951,P0157,C0079,3,2024-02-02,154.89000000000001
V001789,P0370,C0132,4,2020-10-24,267.64
V000992,P0090,C0041,1,2024-06-28,67.36
V004276,P0449,C0269,1,2021-08-06,42.11
V004595,P0193,C0140,5,2023-05-30,206.6
V003428,P0378,C0178,2,2020-07-18,49.22
V003875,P0119,C0271,4,2023-04-03,378.92
V005316,P0286,C0217,2,2022-04-18,59.2
V002498,P0331,C0106,1,2020-04-22,85.48
V003747,P0398,C0084,7,2022-07-07,199.08
V002308,P0428,C0093,4,2023-04-09,164.64
V005815,P0183,C0072,2,2021-05-09,167.4
V003024,P0143,C0039,6,2020-07-25,528.84
V007612,P0170,C0114,5,2020-03-10,322.40000000000003
V001235,P0294,C0271,5,2024-05-10,472.5
V003304,P0266,C0009,3,2021-10-21,144.78
V002577,P0082,C0282,2,2020-09-29,70.64
V004913,P0187,C0119,7,2021-12-23,191.03
V003544,P0172,C0030,9,2022-01-24,58.949999999999996
V007245,P0435,C0071,6,2020-10-01,472.02
V002276,P0002,C0035,6,2021-09-29,94.02
V006087,P0355,C0204,9,2021-09-27,853.83
V007065,P0338,C0251,8,2020-01-19,284.48
V006917,P0534,C0031,7,2022-11-20,552.65
V006388,P0459,C0200,2,2021-12-06,15.04
V006921,P0039,C0159,9,2024-03-13,621.0
V002385,P0468,C0076,10,2023-08-17,102.0
V006635,P0057,C0195,5,2022-07-03,371.55
V002522,P0437,C0048,2,2020-10-07,40.02
V006076,P0574,C0245,9,2020-08-25,809.1
V002453,P0262,C0197,2,2021-08-30,116.28
V003283,P0301,C0270,3,2020-11-07,150.21
V002377,P0170,C0190,5,2020-10-10,322.40000000000003
V002107,P0510,C0129,3,2023-12-15,128.7
V007268,P0103,C0262,7,2022-05-18,338.59
V003008,P0057,C0058,8,2023-08-26,594.48
V006526,P0279,C0185,3,2024-04-05,7.800000000000001
V000160,P0150,C0245,8,2021-07-28,783.36
V001026,P0200,C0200,7,2024-02-14,46.69
V003999,P0458,C0285,8,2021-09-04,94.8
V004459,P0269,C0282,10,2023-03-24,741.8000000000001
V001731,P0416,C0126,5,2021-11-17,242.04999999999998
V001288,P0474,C0009,3,2022-04-26,5.46
V003854,P0425,C0144,4,2020-12-12,119.76
V006169,P0445,C0214,5,2021-07-14,294.54999999999995
V006078,P0168,C0096,1,2022-10-21,88.23
V005146,P0100,C0048,6,2020-01-21,159.72
V000498,P0079,C0059,6,2021-01-17,23.46
V007760,P0358,C0226,7,2021-12-15,666.12
V007995,P0248,C0164,6,2020-04-27,184.44
V001694,P0078,C0143,5,2021-09-18,307.85
V000180,P0492,C0206,3,2021-03-25,81.75
V004751,P0366,C0161,10,2020-07-04,32.8
V007566,P0019,C0112,4,2021-07-23,295.88
V001092,P0458,C0152,3,2023-03-10,35.55
V007581,P0399,C0082,7,2021-03-18,337.05
V006781,P0378,C0200,9,2021-06-02,221.49
V007885,P0527,C0223,8,2022-07-06,706.16
V004219,P0115,C0228,1,2023-10-17,92.63
V001341,P0097,C0247,1,2023-10-02,47.92
V003400,P0449,C0119,8,2022-04-30,336.88
V007340,P0415,C0138,7,2022-05-12,651.35
V003412,P0161,C0070,1,2021-03-16,21.31
V005440,P0238,C0047,7,2022-11-20,36.19
V007671,P0598,C0300,4,2023-01-06,124.64
V000087,P0477,C0271,6,2021-02-28,246.0
V002690,P0264,C0039,4,2020-07-16,241.8
V005572,P0522,C0240,3,2023-02-18,95.13
V004276,P0589,C0269,2,2021-08-06,161.04
V002359,P0004,C0241,6,2020-07-21,437.28
V003609,P0018,C0262,9,2022-03-28,531.36
V004598,P0176,C0154,6,2020-12-25,457.20000000000005
V000477,P0218,C0190,10,2024-04-24,645.5
V002181,P0345,C0022,1,2024-06-27,72.61
V007256,P0077,C0230,7,2021-06-27,9.31
V007245,P0495,C0071,2,2020-10-01,173.84
V007075,P0477,C0038,5,2022-04-30,205.0
V002515,P0094,C0264,7,2022-08-21,242.69
V006585,P0573,C0104,7,2024-05-05,437.92
V007015,P0281,C0081,10,2024-02-15,156.1
V002391,P0083,C0152,10,2022-02-11,495.4
V007379,P0089,C0185,7,2022-04-15,664.09
V001575,P0157,C0078,8,2022-07-19,413.04
V005274,P0003,C0041,4,2022-03-21,202.32
V003506,P0419,C0039,3,2022-04-28,234.99
V000953,P0573,C0198,8,2022-04-12,500.48
V000379,P0470,C0057,1,2021-08-18,74.57
V005912,P0193,C0234,1,2021-04-04,41.32
V002264,P0421,C0281,10,2022-09-15,103.80000000000001
V003787,P0116,C0258,1,2021-04-29,40.88
V001794,P0524,C0061,10,2022-11-27,192.3
V001013,P0109,C0005,1,2020-08-20,25.04
V000385,P0550,C0117,4,2022-04-25,144.72
V006630,P0027,C0074,4,2023-08-07,135.4
V007943,P0457,C0182,8,2020-06-03,34.48
V000155,P0395,C0133,7,2020-02-11,392.14000000000004
V005488,P0141,C0017,8,2020-07-12,110.72
V004866,P0062,C0164,10,2021-01-20,187.89999999999998
V007761,P0278,C0106,3,2024-02-29,77.67
V007540,P0549,C0279,8,2020-01-31,475.12
V004217,P0456,C0057,8,2022-05-30,350.4
V002407,P0071,C0161,3,2021-03-30,192.09
V001942,P0179,C0033,3,2023-07-15,111.84
V003045,P0031,C0045,10,2022-03-16,671.7
V001915,P0525,C0204,10,2020-03-10,736.4
V001894,P0364,C0041,6,2021-10-29,178.5
V007294,P0264,C0247,5,2023-12-31,302.25
V001521,P0446,C0256,5,2024-03-02,347.55
V004045,P0076,C0251,9,2022-12-22,300.51
V007565,P0168,C0283,4,2021-02-11,352.92
V006619,P0229,C0199,2,2020-08-19,34.16
V006117,P0588,C0261,5,2020-06-26,116.44999999999999
V002280,P0578,C0132,7,2023-05-28,626.85
V001071,P0006,C0182,8,2023-06-27,305.2
V003821,P0480,C0183,1,2022-05-26,34.05
V001772,P0178,C0244,2,2022-07-23,23.0
V001420,P0110,C0182,1,2020-04-25,28.35
V007171,P0255,C0021,4,2020-08-07,196.92
V004735,P0170,C0114,5,2021-03-07,322.40000000000003
V001233,P0560,C0271,6,2022-03-28,207.89999999999998
V006486,P0455,C0084,8,2023-11-27,686.24
V003372,P0278,C0224,5,2020-02-25,129.45
V006232,P0403,C0198,10,2023-05-30,656.5999999999999
V003144,P0391,C0104,8,2022-12-03,759.76
V002235,P0531,C0291,3,2021-05-13,160.68
V002083,P0136,C0267,3,2024-05-10,195.60000000000002
V006939,P0266,C0212,10,2022-09-17,482.59999999999997
V003738,P0552,C0009,5,2024-02-13,403.84999999999997
V004368,P0142,C0237,8,2023-10-30,678.8
V006038,P0339,C0145,8,2020-08-18,329.2
V001249,P0014,C0127,5,2021-02-20,379.85
V002798,P0479,C0265,7,2020-07-04,79.8
V005883,P0381,C0104,7,2021-08-04,120.96000000000001
V002591,P0574,C0205,10,2020-02-04,899.0
V007365,P0191,C0161,1,2023-04-12,75.04
V003441,P0080,C0043,8,2020-12-15,186.72
V002281,P0455,C0061,8,2021-01-01,686.24
V005089,P0164,C0051,2,2020-12-01,177.84
V000425,P0417,C0076,9,2022-04-19,546.21
V006281,P0355,C0147,10,2020-06-20,948.7
V002183,P0531,C0260,3,2020-10-13,160.68
V007314,P0164,C0166,9,2021-08-27,800.28
V007826,P0390,C0032,2,2020-02-13,58.58
V005634,P0583,C0283,4,2021-09-01,115.92
V001426,P0436,C0188,9,2021-10-25,883.71
V002821,P0452,C0133,7,2022-05-08,124.66999999999999
V006664,P0213,C0222,1,2020-10-19,82.47
V003442,P0589,C0060,7,2022-06-11,563.64
V000036,P0552,C0044,4,2022-03-12,323.08
V003701,P0479,C0065,6,2020-09-08,68.4
V001932,P0588,C0148,6,2020-04-17,139.74
V002758,P0151,C0034,4,2024-01-28,207.2
V007053,P0187,C0213,2,2023-01-02,54.58
V002694,P0166,C0002,1,2022-05-09,56.8
V006459,P0340,C0065,1,2022-04-19,16.06
V002479,P0313,C0198,2,2020-09-08,175.9
V005272,P0022,C0253,2,2020-06-05,84.86
V004476,P0096,C0035,9,2020-03-03,353.96999999999997
V002132,P0559,C0038,5,2024-06-09,105.0
V005669,P0064,C0281,9,2023-12-06,34.47
V004543,P0162,C0041,4,2022-11-07,375.4
V004941,P0321,C0021,10,2022-12-15,52.1
V001017,P0314,C0078,4,2022-12-01,261.16
V005176,P0327,C0183,2,2021-04-03,22.0
V006136,P0525,C0299,3,2022-09-07,220.92000000000002
V007090,P0329,C0117,4,2022-12-10,63.08
V004536,P0365,C0032,7,2021-04-21,288.96000000000004
V006622,P0591,C0038,2,2023-11-30,22.3
V000096,P0145,C0265,7,2023-02-05,202.65
V006627,P0514,C0237,3,2023-06-11,71.03999999999999
V005825,P0366,C0277,3,2021-01-02,9.84
V006442,P0259,C0237,6,2020-03-29,262.79999999999995
V005638,P0358,C0210,5,2023-06-15,475.79999999999995
V002079,P0515,C0041,6,2022-08-31,484.26
V000896,P0594,C0071,9,2020-01-19,294.66
V007920,P0370,C0113,7,2021-08-19,468.37
V004460,P0024,C0104,6,2020-08-27,513.42
V001062,P0319,C0246,6,2021-11-18,164.52
V003212,P0376,C0188,5,2022-06-26,163.75
V002190,P0305,C0064,10,2023-11-13,551.3000000000001
V005119,P0053,C0064,10,2021-08-23,176.4
V005791,P0203,C0205,2,2021-11-14,140.96
V001539,P0201,C0046,4,2024-04-30,12.72
V004591,P0456,C0069,9,2022-03-10,394.2
V001310,P0544,C0144,4,2022-02-08,320.88
V002770,P0072,C0285,9,2021-08-08,282.87
V007691,P0250,C0195,4,2021-04-08,325.96
V005275,P0488,C0258,10,2023-04-04,439.6
V005382,P0048,C0173,9,2024-05-13,206.37
V007080,P0111,C0156,7,2023-04-06,525.4200000000001
V004926,P0484,C0164,10,2020-03-20,56.900000000000006
V000280,P0048,C0045,10,2022-11-25,229.3
V001308,P0459,C0282,9,2023-06-11,67.67999999999999
V001227,P0001,C0267,2,2023-01-03,117.82
V007061,P0214,C0224,5,2024-03-16,107.44999999999999
V000186,P0411,C0004,4,2021-01-03,289.08
V004545,P0088,C0112,7,2020-06-25,576.73
V007670,P0333,C0169,1,2023-05-03,35.9
V000556,P0508,C0057,10,2022-05-04,735.1999999999999
V007907,P0392,C0117,8,2023-10-30,68.96
V007177,P0096,C0053,2,2021-07-27,78.66
V007420,P0419,C0140,5,2021-09-05,391.65
V006934,P0534,C0185,8,2020-02-17,631.6
V004945,P0113,C0161,4,2022-09-17,86.6
V002234,P0154,C0169,10,2023-03-06,344.90000000000003
V006871,P0349,C0183,9,2023-09-26,261.0
V005982,P0043,C0026,2,2021-12-29,14.76
V005241,P0389,C0042,8,2020-03-16,669.6
V004718,P0392,C0216,10,2023-02-24,86.19999999999999
V006531,P0332,C0178,9,2020-09-25,118.17
V004909,P0579,C0002,4,2023-11-09,380.24
V005092,P0310,C0162,4,2020-12-06,37.36
V000380,P0273,C0058,4,2021-08-15,249.04
V000100,P0111,C0104,4,2022-09-17,300.24
V003876,P0400,C0045,5,2023-12-23,498.54999999999995
V005500,P0544,C0263,1,2020-06-13,80.22
V003225,P0229,C0122,9,2021-12-19,153.71999999999997
V003178,P0021,C0131,3,2024-03-23,105.35999999999999
V004301,P0551,C0283,7,2024-03-12,504.56
V002127,P0597,C0064,8,2021-10-29,273.84
V001071,P0587,C0182,1,2023-06-27,37.88
V003840,P0351,C0270,4,2021-11-11,12.12
V004601,P0182,C0142,9,2023-11-14,250.10999999999999
V003187,P0035,C0200,2,2024-03-21,186.46
V007277,P0295,C0163,9,2020-08-16,514.71
V004295,P0181,C0139,9,2023-12-13,488.07
V000279,P0568,C0124,7,2022-08-08,488.17999999999995
V005545,P0557,C0204,6,2023-12-07,446.64
V006038,P0563,C0145,9,2020-08-18,568.53
V001350,P0238,C0145,5,2021-09-27,25.85
V005031,P0270,C0060,2,2020-06-29,41.24
V005945,P0150,C0210,5,2023-09-20,489.6
V004088,P0559,C0047,1,2023-04-27,21.0
V006498,P0282,C0147,6,2020-05-14,70.19999999999999
V003679,P0099,C0163,7,2021-04-08,361.27
V003312,P0153,C0156,6,2021-07-11,315.78000000000003
V004157,P0525,C0206,6,2022-03-28,441.84000000000003
V000323,P0403,C0247,7,2024-06-08,459.62
V001816,P0286,C0070,8,2023-05-05,236.8
V001187,P0553,C0015,3,2024-01-04,40.53
V006088,P0549,C0230,6,2020-08-31,356.34000000000003
V005265,P0532,C0281,8,2020-08-10,368.56
V007046,P0442,C0279,8,2023-10-19,530.96
V004438,P0413,C0059,5,2020-04-19,480.65
V006996,P0555,C0217,7,2023-05-13,450.59000000000003
V000597,P0282,C0101,3,2023-08-23,35.099999999999994
V004920,P0399,C0022,9,2021-05-02,433.34999999999997
V007693,P0394,C0220,7,2021-05-15,177.17
V000525,P0326,C0041,7,2020-03-01,63.35000000000001
V006371,P0395,C0009,7,2022-03-16,392.14000000000004
V005197,P0176,C0221,9,2021-01-06,685.8000000000001
V005500,P0592,C0263,1,2020-06-13,85.66
V004688,P0214,C0027,3,2020-11-15,64.47
V007386,P0019,C0160,4,2021-10-22,295.88
V005866,P0556,C0199,1,2022-03-05,74.2
V002084,P0515,C0184,2,2024-05-27,161.42
V000921,P0454,C0256,10,2023-01-28,612.1
V004375,P0025,C0294,2,2020-12-28,167.6
V005298,P0581,C0276,4,2023-10-16,4.84
V000005,P0059,C0090,2,2021-09-30,188.64
V000109,P0108,C0047,10,2023-11-19,110.39999999999999
V005405,P0097,C0131,10,2020-06-18,479.20000000000005
V006647,P0044,C0048,5,2022-02-25,53.550000000000004
V004116,P0116,C0035,5,2024-04-16,204.4
V002773,P0185,C0187,7,2024-03-24,157.5
V002798,P0078,C0265,3,2020-07-04,184.71
V001923,P0434,C0226,5,2024-04-05,352.59999999999997
V006601,P0161,C0069,3,2023-10-03,63.92999999999999
V007087,P0108,C0164,9,2021-07-22,99.35999999999999
V005434,P0092,C0143,9,2020-01-14,216.45000000000002
V004395,P0378,C0025,1,2021-09-24,24.61
V007178,P0027,C0168,5,2020-04-07,169.25
V006071,P0077,C0088,5,2021-01-10,6.65
V001823,P0382,C0169,1,2020-05-27,66.09
V004317,P0297,C0261,3,2023-03-05,230.67000000000002
V000075,P0064,C0222,5,2022-03-08,19.15
V007639,P0324,C0153,3,2021-05-19,205.29000000000002
V005387,P0532,C0182,9,2022-06-10,414.63
V002384,P0181,C0265,3,2022-05-03,162.69
V006330,P0370,C0269,1,2020-05-12,66.91
V000195,P0158,C0213,2,2021-11-28,22.18
V006066,P0143,C0061,1,2022-08-14,88.14
V000954,P0112,C0255,9,2024-01-15,341.64
V002829,P0180,C0076,4,2023-10-20,319.24
V000387,P0579,C0053,10,2022-11-15,950.6
V005119,P0119,C0064,3,2021-08-23,284.19
V001138,P0395,C0048,4,2020-10-19,224.08
V004362,P0291,C0099,9,2021-12-14,226.62
V003328,P0262,C0185,4,2022-01-12,232.56
V004205,P0353,C0164,6,2020-01-19,252.12
V001889,P0254,C0253,1,2021-10-16,72.71
V002322,P0303,C0248,2,2022-05-19,145.14
V003637,P0480,C0065,5,2022-09-23,170.25
V003467,P0537,C0007,6,2022-07-22,537.24
V003464,P0509,C0089,10,2020-10-05,607.2
V006032,P0089,C0286,1,2024-06-16,94.87
V000592,P0068,C0067,1,2020-02-23,29.81
V007912,P0479,C0037,2,2020-05-12,22.8
V006451,P0264,C0119,7,2023-01-30,423.15000000000003
V001557,P0162,C0138,4,2020-02-15,375.4
V002451,P0407,C0244,6,2022-03-18,494.34000000000003
V001590,P0560,C0283,4,2023-12-12,138.6
V002707,P0470,C0234,1,2022-10-06,74.57
V004578,P0514,C0129,9,2020-12-15,213.12
V001282,P0181,C0059,7,2020-08-13,379.60999999999996
V006270,P0351,C0253,7,2021-09-24,21.209999999999997
V003249,P0534,C0285,4,2021-12-07,315.8
V001908,P0040,C0237,3,2021-06-07,106.71000000000001
V005675,P0004,C0051,9,2023-08-07,655.92
V000833,P0333,C0166,10,2024-01-21,359.0
V003468,P0411,C0002,10,2022-11-14,722.6999999999999
V001250,P0324,C0065,1,2022-01-05,68.43
V005620,P0471,C0114,6,2022-03-19,396.29999999999995
V001402,P0144,C0070,6,2021-06-27,79.67999999999999
V007599,P0414,C0295,9,2020-11-30,437.84999999999997
V001216,P0586,C0045,8,2020-04-15,461.36
V000937,P0432,C0009,9,2022-12-19,543.6899999999999
V004611,P0432,C0088,3,2023-03-28,181.23
V000605,P0059,C0143,8,2020-09-01,754.56
V002010,P0561,C0183,9,2023-05-31,420.75
V003470,P0213,C0200,10,2021-04-20,824.7
V002479,P0550,C0198,5,2020-09-08,180.9
V004386,P0432,C0145,3,2021-06-27,181.23
V000758,P0332,C0230,5,2020-12-28,65.65
V004156,P0278,C0295,10,2021-08-04,258.9
V003897,P0102,C0036,9,2024-01-31,443.52
V007867,P0568,C0089,3,2021-02-02,209.21999999999997
V001811,P0278,C0229,10,2020-03-11,258.9
V007930,P0537,C0048,8,2023-10-21,716.32
V007701,P0046,C0182,1,2023-05-02,7.71
V004679,P0075,C0030,4,2020-09-18,121.0
V001466,P0092,C0299,3,2021-02-15,72.15
V002361,P0509,C0011,9,2023-10-25,546.48
V005363,P0166,C0262,2,2020-11-14,113.6
V000606,P0234,C0300,5,2021-03-22,339.75
V001309,P0190,C0277,3,2023-10-29,44.19
V006525,P0478,C0124,6,2021-07-15,512.7
V006674,P0311,C0200,8,2020-07-03,417.84
V004275,P0028,C0137,9,2021-12-30,698.3100000000001
V005391,P0037,C0291,5,2021-04-17,355.95
V004264,P0541,C0025,7,2020-01-13,177.03
V006382,P0439,C0114,5,2022-12-07,165.9
V005711,P0333,C0092,5,2021-05-20,179.5
V004344,P0516,C0300,10,2023-11-17,237.3
V005219,P0381,C0229,9,2021-09-04,155.52
V001139,P0269,C0159,5,2021-06-05,370.90000000000003
V001071,P0299,C0182,3,2023-06-27,168.57
V001732,P0229,C0279,9,2023-09-20,153.71999999999997
V002371,P0079,C0059,4,2020-12-16,15.64
V006110,P0228,C0253,6,2024-04-12,62.519999999999996
V006135,P0143,C0142,4,2023-09-03,352.56
V004369,P0035,C0215,9,2023-08-24,839.07
V007643,P0355,C0035,10,2021-04-21,948.7
V006732,P0208,C0253,4,2020-09-13,392.36
V002328,P0130,C0027,3,2023-01-05,176.04
V003652,P0542,C0211,10,2021-01-17,461.2
V002661,P0285,C0214,2,2022-08-29,101.48
V004704,P0213,C0165,8,2024-02-26,659.76
V001163,P0167,C0187,3,2023-10-04,264.51
V007103,P0300,C0050,5,2021-09-26,29.900000000000002
V000079,P0518,C0101,4,2021-05-12,303.64
V002568,P0491,C0217,9,2020-10-27,424.43999999999994
V005326,P0542,C0214,8,2022-03-09,368.96
V004799,P0403,C0254,9,2020-06-09,590.9399999999999
V000470,P0254,C0181,2,2020-07-05,145.42
V005072,P0255,C0228,3,2020-03-10,147.69
V007210,P0006,C0286,7,2022-01-18,267.05
V003631,P0594,C0088,4,2024-05-22,130.96
V006548,P0108,C0155,2,2020-04-11,22.08
V006977,P0389,C0205,4,2021-11-13,334.8
V002440,P0316,C0033,3,2022-02-25,55.92
V003801,P0470,C0217,4,2023-08-24,298.28
V007376,P0247,C0277,3,2021-11-07,159.60000000000002
V005195,P0183,C0112,5,2023-09-11,418.5
V002470,P0221,C0144,1,2022-03-24,82.56
V002104,P0266,C0034,7,2020-06-09,337.82
V004720,P0382,C0050,9,2024-02-26,594.8100000000001
V004988,P0403,C0262,10,2020-11-27,656.5999999999999
V006714,P0504,C0152,2,2021-04-27,73.3
V005168,P0188,C0002,6,2023-06-13,13.26
V005743,P0053,C0214,3,2021-07-02,52.92
V001734,P0318,C0124,1,2020-11-18,70.51
V004843,P0246,C0060,4,2023-01-06,159.08
V002922,P0187,C0032,3,2020-04-03,81.87
V006393,P0454,C0133,3,2023-01-22,183.63
V000500,P0302,C0226,2,2023-02-09,82.52
V005209,P0194,C0142,5,2022-03-13,216.9
V006179,P0341,C0269,10,2020-03-07,806.5999999999999
V004271,P0421,C0164,1,2022-11-01,10.38
V007468,P0151,C0178,2,2023-12-03,103.6
V001524,P0389,C0215,7,2024-03-05,585.9
V004562,P0145,C0081,4,2020-10-29,115.8
V003565,P0339,C0206,2,2021-07-12,82.3
V000393,P0504,C0081,3,2022-07-05,109.94999999999999
V000128,P0423,C0096,5,2021-12-02,319.54999999999995
V005024,P0022,C0206,6,2023-03-16,254.57999999999998
V004981,P0358,C0297,1,2023-10-04,95.16
V003478,P0552,C0184,7,2020-08-10,565.39
V007181,P0341,C0174,10,2022-12-31,806.5999999999999
V005953,P0413,C0168,6,2020-11-25,576.78
V000297,P0560,C0167,9,2022-02-14,311.84999999999997
V002685,P0506,C0005,3,2023-12-17,149.16
V003822,P0200,C0241,1,2020-12-24,6.67
V002789,P0257,C0079,2,2024-06-04,130.26
V007567,P0391,C0232,7,2021-10-03,664.79
V004365,P0469,C0140,9,2020-11-20,466.11
V001714,P0158,C0164,4,2024-03-12,44.36
V000402,P0193,C0182,5,2023-03-19,206.6
V001201,P0386,C0275,1,2022-04-19,34.01
V002289,P0526,C0209,3,2020-06-10,72.78
V006314,P0278,C0127,6,2020-10-25,155.34
V006029,P0480,C0167,2,2022-12-26,68.1
V001963,P0110,C0279,5,2021-09-02,141.75
V001438,P0297,C0046,3,2022-11-03,230.67000000000002
V006686,P0479,C0046,9,2023-11-03,102.60000000000001
V002004,P0483,C0078,3,2022-06-08,233.49
V002383,P0264,C0031,6,2021-08-22,362.70000000000005
V002679,P0130,C0226,1,2022-06-14,58.68
V007646,P0362,C0192,1,2023-05-08,24.74
